state	prob
QN	0.0014356796792759214
QD	0.0020951585563416886
QC	0.0007091389510077836
QQ	0.0013489535994007072
QE	0.002132393511568681
QG	0.0030576810471161795
QH	0.0008973154089930727
QI	0.0017800644506128732
QL	0.003166293406158652
QK	0.002278193079298592
QM	0.0007162972591294449
QF	0.0014115309486961755
QP	0.0016807920492683936
QS	0.0025532608936421563
QT	0.0022408809950461815
QW	0.0005283668794633706
QY	0.0012955546041309074
QV	0.0026038612071322183
EA	0.0050295215892142715
ER	0.0025529664613932667
EN	0.0022694880195575826
ED	0.003311976418785248
EC	0.001120989853617961
EQ	0.002132393511568681
EE	0.0033708365433772784
EG	0.004833508897721731
EH	0.0014184546872609224
EI	0.0028138832101766175
EL	0.005005200711140092
EK	0.0036013130048025673
EM	0.001132305535491097
EF	0.002231314285172836
EP	0.002656955777981132
ES	0.004036133611536687
ET	0.0035423309564961603
EW	0.0008352296965559306
EY	0.002047981659976311
EV	0.004116121374064241
GA	0.007211930047605941
GR	0.0036607488817497385
GN	0.0032542635617726786
GD	0.004749108206001593
GC	0.0016074094255218714
GQ	0.0030576810471161795
GE	0.004833508897721731
GG	0.006930863589412654
GH	0.002033950108130002
GI	0.004034882545776471
GL	0.007177055861611099
GK	0.005163993634278676
GM	0.001623635204587026
GF	0.003199525492325064
GP	0.0038098612105522084
GS	0.005787491464718244
GT	0.0050794181137435775
GW	0.0011976523091504505
GY	0.002936641230888216
GV	0.005902187492517446
HA	0.0021164326365565086
HR	0.0010742933384586563
HN	0.0009550050492209998
HD	0.0013936862303672315
HC	0.000471714748482945
HQ	0.0008973154089930731
HE	0.0014184546872609226
HG	0.002033950108130003
HH	0.0005968885390677011
HI	0.0011840876226175134
HL	0.0021061983629396507
HK	0.0015154396382679118
HM	0.00047647640980527694
HF	0.0009389414662582835
HP	0.0011180522486404388
HS	0.0016984130099525854
HT	0.0014906198756339604
HW	0.0003514663089632582
HY	0.000861794734818938
HV	0.001732072018694387
IA	0.0041985086411016935
IR	0.0021311473782294524
IN	0.0018945072393014286
ID	0.0027647483695496453
IC	0.0009357720219543955
IQ	0.0017800644506128724
IE	0.002813883210176615
IG	0.004034882545776471
IH	0.0011840876226175128
II	0.0023489536257907014
IL	0.0041782062296412065
IK	0.0030062787288557165
IM	0.0009452180472435998
IF	0.001862640837928149
IP	0.0022179548481909483
IS	0.0033692552152510165
IT	0.002957042109608395
IW	0.0006972271688454265
IY	0.0017095997191199268
IV	0.0034360268368053394
LA	0.007468106124721165
LR	0.003790782906156543
LN	0.003369858758571717
LD	0.004917802009460352
LC	0.001664506463101277
LQ	0.0031662934061586507
LE	0.005005200711140091
LG	0.007177055861611099
LH	0.0021061983629396494
LI	0.004178206229641206
LL	0.0074319931673985555
LK	0.005347424646884876
LM	0.0016813086005617018
LF	0.0033131763297352314
LP	0.003945191876938334
LS	0.005993069839713911
LT	0.005259844906268937
LW	0.001240194301138848
LY	0.003040954115990791
LV	0.0061118400027679425
KA	0.00537340843262164
KR	0.0027275221447044013
KN	0.002424661241772223
KD	0.0035384283975456433
KC	0.0011976360426071981
KQ	0.002278193079298592
KE	0.0036013130048025677
KG	0.005163993634278678
KH	0.0015154396382679113
KI	0.0030062787288557186
KL	0.005347424646884877
KK	0.0038475479874695608
KM	0.0012097254191650718
KF	0.002383877429115462
KP	0.0028386215923842904
KS	0.004312098874359736
KT	0.003784533120126592
KW	0.000892337415207474
KY	0.002188009679721914
KV	0.004397555693671101
MA	0.0016894782832256412
MR	0.0008575728959145702
MN	0.0007623489938497912
MD	0.0011125336942767272
MC	0.0003765543063708579
MQ	0.0007162972591294445
ME	0.001132305535491097
MG	0.001623635204587025
MH	0.0004764764098052768
MI	0.0009452180472435999
ML	0.0016813086005617011
MK	0.0012097254191650718
MM	0.0003803553833610727
MF	0.000749525966035186
MP	0.0008925041888708292
MS	0.0013557870194873915
MT	0.0011899126222725132
MW	0.0002805639480427868
MY	0.0006879422779284485
MV	0.001382655894651165
FA	0.0033292754558650606
FR	0.0016899278447855511
FN	0.0015022802123160269
FD	0.0021923520171603806
FC	0.0007420355872271099
FQ	0.0014115309486961753
FE	0.0022313142851728357
FG	0.0031995254923250643
FH	0.0009389414662582834
FI	0.0018626408379281494
FL	0.0033131763297352323
FK	0.002383877429115462
FM	0.0007495259660351859
FF	0.0014770112330122318
FP	0.0017587632346426289
FS	0.002671705515351077
FT	0.002344834454096867
FW	0.0005528775807855103
FY	0.0013556547981109456
FV	0.002724653154570604
PA	0.003964362043362369
PR	0.002012295435659069
PN	0.0017888524789104793
PD	0.002610561137922202
PC	0.0008835849588969837
PQ	0.001680792049268393
PE	0.002656955777981132
PG	0.0038098612105522092
PH	0.0011180522486404388
PI	0.0022179548481909487
PL	0.003945191876938335
PK	0.00283862159238429
PM	0.0008925041888708297
PF	0.0017587632346426289
PP	0.002094261740462328
PS	0.003181355245761023
PT	0.0027921308497961474
PW	0.0006583435119586953
PY	0.0016142570648713965
PV	0.0032444030812405888
SA	0.00602219089384812
SR	0.0030568417101683155
SN	0.002717413543742689
SD	0.003965656350421231
SC	0.001342237978067587
SQ	0.0025532608936421567
SE	0.0040361336115366875
SG	0.005787491464718245
SH	0.0016984130099525856
SI	0.00336925521525102
SL	0.005993069839713913
SK	0.004312098874359736
SM	0.0013557870194873924
SF	0.0026717055153510773
SP	0.0031813552457610234
SS	0.004832739386957831
ST	0.004241475625625096
SW	0.0010000777576255413
SY	0.0024521887986177354
SV	0.004928514216942796
TA	0.005285403131410568
TR	0.0026828509809701693
TN	0.0023849503123700377
TD	0.0034804762688652167
TC	0.0011780212446642396
TQ	0.0022408809950461815
TE	0.0035423309564961616
TG	0.005079418113743577
TH	0.0014906198756339598
TI	0.002957042109608396
TL	0.005259844906268936
TK	0.003784533120126592
TM	0.001189912622272514
TF	0.0023448344540968665
TP	0.0027921308497961474
TS	0.004241475625625095
TT	0.0037225503058000388
TW	0.0008777227764745461
TY	0.002152174612774901
TV	0.004325532839226532
WA	0.0012462205558541003
WR	0.0006325769213153774
WN	0.0005623363119272558
WD	0.0008206452682190453
WC	0.0002777601355720244
WQ	0.0005283668794633706
WE	0.0008352296965559307
WG	0.0011976523091504503
WH	0.0003514663089632581
WI	0.0006972271688454267
WL	0.001240194301138848
WK	0.0008923374152074738
WM	0.00028056394804278675
WF	0.0005528775807855103
WP	0.000658343511958695
WS	0.0010000777576255413
WT	0.0008777227764745462
WW	0.0002069541602008299
WY	0.0005074512152702376
WV	0.0010198972160194335
YA	0.0030557304813260693
YR	0.001551077432615471
YN	0.001378847589249503
YD	0.0020122206688641103
YC	0.0006810673349734598
YQ	0.0012955546041309076
YE	0.0020479816599763114
YG	0.002936641230888215
YH	0.000861794734818938
YI	0.001709599719119927
YL	0.0030409541159907914
YK	0.002188009679721914
YM	0.0006879422779284486
YF	0.0013556547981109458
YP	0.0016142570648713971
YS	0.002452188798617736
YT	0.002152174612774901
YW	0.0005074512152702376
YY	0.0012442694344938737
YV	0.0025007860736771894
VA	0.006141538175547583
VR	0.0031174219466843607
VN	0.0027712670208933773
VD	0.004044247400409439
VC	0.0013688383394476577
VQ	0.002603861207132217
VE	0.004116121374064237
VG	0.005902187492517444
VH	0.0017320720186943855
VI	0.003436026836805338
VL	0.0061118400027679425
VK	0.004397555693671098
VM	0.0013826558946511652
VF	0.002724653154570604
VP	0.0032444030812405883
VS	0.0049285142169427955
VT	0.004325532839226531
VW	0.0010198972160194335
VY	0.002500786073677189
VV	0.0050261871045973764
