state	prob
EE	0.005124545146904584
EG	0.004104518272959356
EH	0.0016003018293947408
EI	0.004449562102871344
EL	0.007092798280396344
EK	0.004624446351102671
EM	0.0016429670000643578
EF	0.00302822491554714
EP	0.003152641134714582
ES	0.004380839680316266
ET	0.003814595552805083
EW	0.0008637549484892375
EY	0.002445014939967671
EV	0.004949947242100568
GA	0.004533398175199126
GR	0.003207482702031397
GN	0.0024068304353367246
GD	0.0030418364403240867
GC	0.0007417672854646872
GQ	0.0023374528040920554
GE	0.004104518272959356
GG	0.0032875249939467387
GH	0.001281766071466578
GI	0.0035638887812188807
GL	0.005680995935002458
GK	0.003703962792070721
GM	0.0013159388551209758
GF	0.002425464923067734
GP	0.002525116429764623
GS	0.0035088453713057522
GT	0.003055310608375728
GW	0.0006918268583455913
GY	0.001958341318315405
GV	0.003964673609648826
HA	0.0017675168949644409
HR	0.0012505585538816423
HN	0.0009383939582111461
HD	0.0011859750880486395
HC	0.000289206056587598
HQ	0.000911344462310164
HE	0.0016003018293947399
HG	0.0012817660714665785
HH	0.0004997450255094487
HI	0.001389516955964698
HL	0.0022149513250951346
HK	0.0014441301117383311
HM	0.0005130685788623299
HF	0.0009456593186804161
HP	0.0009845122309745551
HS	0.0013680561988862353
HT	0.0011912285025418052
HW	0.0002697348905299484
HY	0.0007635334979322389
HV	0.0015457780934422692
IA	0.004914495533004028
IR	0.0034771177827609572
IN	0.002609159170679047
ID	0.003297546568903567
IC	0.0008041235007521931
IQ	0.002533949351098765
IE	0.004449562102871343
IG	0.0035638887812188776
IH	0.001389516955964698
II	0.0038634849220263016
IL	0.006158565399863048
IK	0.00401533416932765
IM	0.0014265624538736632
IF	0.0026293601552770567
IP	0.002737388805219655
IS	0.003803814321367557
IT	0.0033121534346898084
IW	0.0007499848620295243
IY	0.0021229680890616966
IV	0.004297961483072729
LA	0.007833922678146806
LR	0.005542679135636187
LN	0.004159114818766205
LD	0.005256434699125343
LC	0.001281808333382052
LQ	0.004039227048541861
LE	0.007092798280396338
LG	0.005680995935002458
LH	0.0022149513250951337
LI	0.006158565399863051
LL	0.009817024926940329
LK	0.006400619798753998
LM	0.0022740034829907604
LF	0.00419131607936364
LP	0.004363518512958614
LS	0.0060634478300982675
LT	0.005279718687557351
LW	0.0011955089549808924
LY	0.003384104786787037
LV	0.006851140204712736
KA	0.005107653384688121
KR	0.0036137813724336416
KN	0.002711708776579737
KD	0.003427152345691883
KC	0.0008357285285421076
KQ	0.0026335429329115015
KE	0.0046244463511026694
KG	0.003703962792070722
KH	0.0014441301117383311
KI	0.004015334169327649
KL	0.006400619798754004
KK	0.004173151653692519
KM	0.0014826316347352493
KF	0.002732703734589794
KP	0.0028449783100405386
KS	0.003953318293359458
KT	0.0034423333153299285
KW	0.0007794620410751366
KY	0.0022064085871806157
KV	0.0044668872662210046
MA	0.0018146401367179097
MR	0.0012838993232000694
MN	0.0009634122001746356
MD	0.0012175940168107492
MC	0.00029691649316671654
MQ	0.0009356415457159737
ME	0.0016429670000643567
MG	0.0013159388551209756
MH	0.0005130685788623295
MI	0.0014265624538736595
ML	0.002274003482990762
MK	0.001482631634735248
MM	0.0005267473475047793
MF	0.0009708712602565076
MP	0.0010107600184789535
MS	0.0014045295379395235
MT	0.001222987491023796
MW	0.00027692621214729846
MY	0.0007838898372195407
MV	0.0015869896230191751
FA	0.003344643242710166
FR	0.0023664114491747327
FN	0.0017757075025832173
FD	0.002244201215595321
FC	0.0005472598794796934
FQ	0.0017245221849539031
FE	0.003028224915547138
FG	0.002425464923067733
FH	0.0009456593186804158
FI	0.0026293601552770567
FL	0.004191316079363645
FK	0.002732703734589793
FM	0.0009708712602565076
FF	0.0017894556250869556
FP	0.0018629763540454277
FS	0.0025887503164967766
FT	0.002254142165713415
FW	0.0005104149111696656
FY	0.0014448219203547104
FV	0.002925050543895983
PA	0.0034820596758771676
PR	0.0024636367127241128
PN	0.0018486633826713878
PD	0.002336405407186853
PC	0.0005697443405107492
PQ	0.0017953750892480286
PE	0.00315264113471458
PG	0.002525116429764623
PH	0.0009845122309745545
PI	0.002737388805219656
PL	0.004363518512958613
PK	0.0028449783100405377
PM	0.0010107600184789528
PF	0.0018629763540454277
PP	0.0019395177209626236
PS	0.0026951104897763286
PT	0.0023467547864880842
PW	0.0005313855772283138
PY	0.001504183191632111
PV	0.0030452277895413825
SA	0.004838592324810505
SR	0.003423414530167517
SN	0.002568861331274762
SD	0.0032466167507632492
SC	0.0007917040055911956
SQ	0.002494813109371287
SE	0.004380839680316262
SG	0.00350884537130575
SH	0.0013680561988862337
SI	0.003803814321367551
SL	0.006063447830098279
SK	0.003953318293359461
SM	0.0014045295379395226
SF	0.0025887503164967753
SP	0.002695110489776328
SS	0.0037450653188656345
ST	0.00326099801700071
SW	0.0007384015251962103
SY	0.0020901793546391997
SV	0.004231580495834791
TA	0.0042131815156327725
TR	0.0029809221051528135
TN	0.00223682392534991
TD	0.002826976270044635
TC	0.0006893725402542269
TQ	0.0021723467843042608
TE	0.0038145955528050795
TG	0.00305531060837573
TH	0.0011912285025418047
TI	0.0033121534346898167
TL	0.005279718687557351
TK	0.0034423333153299302
TM	0.001222987491023795
TF	0.0022541421657134154
TP	0.0023467547864880847
TS	0.0032609980170007088
TT	0.002839498689999773
TW	0.0006429596560800439
TY	0.0018200138449704895
TV	0.0036846288197386755
WA	0.0009540084479821487
WR	0.000674982756033811
WN	0.0005064934690125548
WD	0.0006401241517510555
WC	0.00015609752980478398
WQ	0.0004918936382122305
WE	0.0008637549484892372
WG	0.0006918268583455911
WH	0.0002697348905299484
WI	0.0007499848620295248
WL	0.001195508954980893
WK	0.0007794620410751368
WM	0.00027692621214729846
WF	0.0005104149111696658
WP	0.0005313855772283135
WS	0.0007384015251962107
WT	0.0006429596560800439
WW	0.00014558806482372437
WY	0.0004121134057727751
WV	0.0008343260333470974
YA	0.0027004938290096396
YR	0.0019106610336760178
YN	0.00143372156755543
YD	0.0018119874360233137
YC	0.0004418623512748555
YQ	0.0013923941002104054
YE	0.002445014939967671
YG	0.001958341318315404
YH	0.0007635334979322391
YI	0.0021229680890616975
YL	0.003384104786787038
YK	0.0022064085871806157
YM	0.0007838898372195412
YF	0.0014448219203547106
YP	0.0015041831916321117
YS	0.0020901793546391984
YT	0.0018200138449704904
YW	0.00041211340577277506
YY	0.0011665616918754465
YV	0.00236171106157551
VA	0.005467165767662997
VR	0.0038681445907069504
VN	0.0029025778138414707
VD	0.0036683793072377147
VC	0.0008945529498932047
VQ	0.0028189101111769565
VE	0.0049499472421005615
VG	0.003964673609648824
VH	0.0015457780934422676
VI	0.004297961483072729
VL	0.0068511402047127384
VK	0.004466887266220999
VM	0.0015869896230191693
VF	0.0029250505438959858
VP	0.0030452277895413812
VS	0.00423158049583478
VT	0.003684628819738679
VW	0.0008343260333470974
VY	0.002361711061575511
VV	0.004781298046399133
